future_steps,Time_Step,Predicted_Values,Actual_Values,Utide_Values,Bi_values
25,12-31 08:45,1.3268527,1.579,1.199867808869768,2.3889995
25,12-31 09:00,1.3718748,1.632,1.2583940306037753,2.265934
25,12-31 09:15,1.4321259,1.694,1.3396836853025698,2.1405044
25,12-31 09:30,1.5075332,1.794,1.4401985104776809,2.0073295
25,12-31 09:45,1.5978656,1.893,1.55594086029399,1.8834859
25,12-31 10:00,1.7030746,2.004,1.6828311398613631,1.759891
25,12-31 10:15,1.822606,2.118,1.8170601628598129,1.6465296
25,12-31 10:30,1.9507008,2.245,1.955370036817149,1.5437676
25,12-31 10:45,2.0760782,2.366,2.095229837129897,1.4522779
25,12-31 11:00,2.2007742,2.489,2.2348896696211944,1.3751589
25,12-31 11:15,2.3275504,2.596,2.373315692077081,1.2449149
25,12-31 11:30,2.4646518,2.715,2.5100258910607467,1.1989027
25,12-31 11:45,2.6054842,2.825,2.644859189411853,1.1725802
25,12-31 12:00,2.7369797,2.937,2.777717241523218,1.1620017
25,12-31 12:15,2.8642714,3.055,2.908318484212439,1.1728393
25,12-31 12:30,2.980967,3.171,3.0359983957474665,1.2025084
25,12-31 12:45,3.0950074,3.286,3.159580231149789,1.2493851
25,12-31 13:00,3.1922128,3.396,3.277328719237688,1.306976
25,12-31 13:15,3.2876728,3.501,3.3869874168101024,1.3867747
25,12-31 13:30,3.3677297,3.602,3.485890403810367,1.4754962
25,12-31 13:45,3.4390905,3.6880000000000006,3.57113166731882,1.5743514
25,12-31 14:00,3.4949405,3.76,3.639771196844924,1.676152
25,12-31 14:15,3.5380383,3.815,3.689055338136869,1.7862643
25,12-31 14:30,3.559968,3.846,3.71662961900613,1.8967448
25,12-31 14:45,3.5646286,3.854,3.720724455669648,2.0042882
25,12-31 15:00,3.5541062,3.834,3.700297423515077,2.1148794
25,12-31 15:15,3.5225458,3.785,3.6551197992808806,2.2214742
25,12-31 15:30,3.4750469,3.706,3.585799894324082,2.3216898
25,12-31 15:45,3.3987882,3.608,3.4937413332984377,2.4149585
25,12-31 16:00,3.3082013,3.49,3.381040781953081,2.5052693
25,12-31 16:15,3.1996644,3.348,3.25033638930931,2.5872371
25,12-31 16:30,3.0786448,3.191,3.1046245378668686,2.6696663
25,12-31 16:45,2.9432333,3.016,2.9470673658289703,2.7416818
25,12-31 17:00,2.7965157,2.8360000000000003,2.7808158261665565,2.8077946
25,12-31 17:15,2.6401892,2.654,2.608871661969672,2.867394
25,12-31 17:30,2.4285731,2.4729999999999994,2.434006269518097,2.926209
25,12-31 17:45,2.2815478,2.298,2.2587453540575,2.9787602
25,12-31 18:00,2.1272786,2.128,2.0854165865619008,3.0214634
25,12-31 18:15,1.9697459,1.954,1.9162452327990045,3.0491567
25,12-31 18:30,1.8038965,1.7840000000000005,1.7534723167206527,3.0669212
25,12-31 18:45,1.6561513,1.6229999999999998,1.599463434612502,3.068966
25,12-31 19:00,1.5048909,1.468,1.4567757413752966,3.060612
25,12-31 19:15,1.3665627,1.333,1.3281565647968796,3.0334063
25,12-31 19:30,1.2575226,1.222,1.216458826292548,2.9973853
25,12-31 19:45,1.1604666,1.132,1.1244742478962697,2.946655
25,12-31 20:00,1.0862561,1.068,1.0547023183063449,2.8811843
25,12-31 20:15,1.0322547,1.035,1.0090877699690814,2.8016117
25,12-31 20:30,1.002065,1.027,0.9887689494631215,2.71188
25,12-31 20:45,0.99950814,1.044,0.9938816877114142,2.6088772
25,12-31 21:00,1.0083014,1.096,1.0234572296617024,2.4966571
25,12-31 21:15,1.0491954,1.172,1.0754393390305867,2.3782432
25,12-31 21:30,1.1014756,1.252,1.1468270534947078,2.254221
25,12-31 21:45,1.1631372,1.3550000000000002,1.2339291087592716,2.1279664
25,12-31 22:00,1.2420522,1.452,1.3326975531510956,1.9943072
25,12-31 22:15,1.3280118,1.551,1.4390948915872124,1.8702718
25,12-31 22:30,1.4169743,1.648,1.549443719983124,1.7466254
